"","State","County","Hispanic","White","Black","Asian","Native","Pacific","Income","TotalPop","Men","Women","Citizen","hospital_count","population_hospital_ratio"
"976","Kentucky","rockcastle",0.25,98.05,0,0,0.5,0,33306,16942,8313,8629,13148,1,16942
"977","Kentucky","rowan",0.45,95.5,1.5,0.15,0.1,0,35216.5,23608,11316,12292,18786,2,11804
"978","Kentucky","russell",2.6,96.5,0,0,0,0,30625,17669,8644,9025,13466,4,4417.25
"979","Kentucky","scott",2.45,87.9,3.25,0.25,0,0,64475.5,50178,24733,25445,36088,10,5017.8
"980","Kentucky","shelby",5.2,82.1,6,0.3,0,0,62548,44290,21324,22966,31354,13,3406.92307692308
"981","Kentucky","simpson",1.55,87.05,9.3,0.2,0.2,0,40113,17704,8717,8987,13276,3,5901.33333333333
"982","Kentucky","taylor",0.8,91.6,4.2,0,0,0,34462,24993,12128,12865,19134,6,4165.5
"983","Kentucky","todd",4.8,82.9,7.65,0,0,0,39438.5,12524,6255,6269,9011,3,4174.66666666667
"984","Kentucky","trigg",0.25,87.05,10.5,0.3,0,0,41862,14250,6980,7270,11032,1,14250
"985","Kentucky","union",0.75,86.45,11.05,0.05,0.15,0,40055.5,15138,7800,7338,11849,19,796.736842105263
"986","Kentucky","warren",3.05,82.9,8.6,1.45,0.1,0,41456.5,118950,57981,60969,86318,12,9912.5
"987","Kentucky","washington",2.6,90.8,0.7,0.2,0,0,40417,11910,5849,6061,8976,44,270.681818181818
"988","Kentucky","wayne",0.7,97.5,0.4,0,0,0,26738,20655,10244,10411,16023,28,737.678571428571
"989","Kentucky","webster",1.5,90.6,1.75,0,0,0,40379.5,13357,6664,6693,10038,6,2226.16666666667
"990","Kentucky","whitley",0.6,96.6,0.5,0,0,0,31799.5,35794,17493,18301,26994,1,35794
"991","Kentucky","woodford",6.5,90.6,3.4,0.15,0,0,57421,25317,12254,13063,18625,2,12658.5
"992","Louisiana","acadia",0.65,82.6,11.45,0,0,0,40827.5,62163,30023,32140,44861,2,31081.5
"993","Louisiana","allen",2.2,62.7,25.3,0.5,1.1,0,43769,25653,14784,10869,19159,14,1832.35714285714
"994","Louisiana","ascension",5.6,72.9,15.5,0.2,0,0,67050.5,114738,56848,57890,80614,2,57369
"995","Louisiana","assumption",2.2,58.2,40.3,0,0.35,0,47962.5,23057,11206,11851,17519,1,23057
"996","Louisiana","avoyelles",0.9,70.7,22.5,0,0.4,0,37857,41389,20692,20697,31290,2,20694.5
"997","Louisiana","beauregard",5,75.3,8.3,0,0.7,0,41401,36259,18513,17746,26655,1,36259
"998","Louisiana","bienville",1.5,50.3,46.7,0,0,0,32642,13977,6695,7282,10750,1,13977
"999","Louisiana","bossier",5.1,65.55,19.4,0.9,0.25,0,46838.5,123403,60921,62482,89310,1,123403
"1000","Louisiana","caddo",2.1,46.2,49.6,0.4,0.1,0,37813,254742,121129,133613,189827,8,31842.75
"1001","Louisiana","calcasieu",2.1,78.3,12.65,0.1,0,0,45837.5,195887,95567,100320,144437,5,39177.4
"1002","Louisiana","caldwell",2.8,77.1,20.7,0,0.5,0,33155,9990,5270,4720,7627,5,1998
"1003","Louisiana","cameron",4.35,93.05,2.1,0.2,0,0,64237,6706,3272,3434,5093,5,1341.2
"1004","Louisiana","claiborne",1.4,45.8,51.4,0,0.4,0,30598,16639,9524,7115,13414,3,5546.33333333333
"1005","Louisiana","concordia",1.4,67.7,28.8,0.2,0,0,34167,20449,10375,10074,15434,1,20449
"1006","Louisiana","de soto",1,50.7,46.1,0.2,0.4,0,35451,26965,12944,14021,20317,2,13482.5
"1007","Louisiana","east baton rouge",1.9,39.8,47.2,1.5,0,0,45375,444690,213266,231424,329509,7,63527.1428571429
"1008","Louisiana","east carroll",1.7,40.2,58.4,0,0,0,25982,7501,4272,3229,5638,1,7501
"1009","Louisiana","east feliciana",1,50.1,48.4,0,0,0,46458,19855,10666,9189,15939,1,19855
"1010","Louisiana","evangeline",1.15,72.25,19.05,0,0.1,0,30804,33768,17197,16571,24221,2,16884
"1011","Louisiana","franklin",0.2,72.4,26.75,0,0,0,35211,20550,9993,10557,15273,34,604.411764705882
"1012","Louisiana","grant",3.6,89.8,7,0.1,0.4,0,37188,22362,12523,9839,16816,16,1397.625
"1013","Louisiana","iberia",3.2,64.1,24.1,1.2,0,0,42465,73938,36017,37921,52655,1,73938
"1014","Louisiana","jackson",1.2,73.1,24.8,0,0,0,37250,16109,8288,7821,12359,32,503.40625
"1015","Louisiana","jefferson",10.75,61.1,14.9,2.5,0,0,45733.5,435092,211216,223876,312545,47,9257.27659574468
"1016","Louisiana","jefferson davis",2,74.6,19.1,0,0.2,0,38782,31434,15550,15884,23257,2,15717
"1017","Louisiana","lafayette",3.7,68.2,19.1,0.8,0,0,50807,231811,113159,118652,169983,11,21073.7272727273
"1018","Louisiana","lafourche",3.4,80.1,9.6,0,0.3,0,51897,97474,47888,49586,72025,3,32491.3333333333
"1019","Louisiana","lincoln",2.25,53.65,35.35,0.8,0.05,0,34695,47349,23005,24344,36265,26,1821.11538461538
"1020","Louisiana","livingston",2.6,89.8,3.2,0.2,0,0,53281,133949,65803,68146,97100,6,22324.8333333333
"1021","Louisiana","madison",2.6,38.4,57.7,0,0,0,24676,11873,5921,5952,8942,27,439.740740740741
"1022","Louisiana","morehouse",0.65,66.3,30.7,0.05,0,0,29647.5,27012,12904,14108,20262,1,27012
"1023","Louisiana","natchitoches",1.4,69.7,26,0.4,0.7,0,39769,39330,18765,20565,29655,1,39330
"1024","Louisiana","orleans",3.95,18.6,68.1,0.5,0,0,33613,376738,180183,196555,287106,8,47092.25
"1025","Louisiana","ouachita",1.7,61.2,32.1,0,0,0,37857,155769,74555,81214,114291,6,25961.5
"1026","Louisiana","pointe coupee",2.7,65.65,28.2,0.05,0.1,0,44366.5,22498,10757,11741,17004,1,22498
"1027","Louisiana","rapides",1.3,66.2,28.2,0.2,0.2,0,38608.5,132225,63862,68363,96795,3,44075
"1028","Louisiana","red river",1.5,54.85,41.8,0.1,0.2,0,36049,8838,4305,4533,6595,1,8838
"1029","Louisiana","richland",1.4,74.1,21.9,0,0,0,36568.5,20777,10062,10715,15541,10,2077.7
"1030","Louisiana","sabine",3.4,73.6,10.3,0.3,6.1,0,39556,24248,12059,12189,18190,2,12124
"1031","Louisiana","tangipahoa",3,66,26.8,0.15,0,0,39793,125486,60890,64596,92647,4,31371.5
"1032","Louisiana","terrebonne",3.9,70.6,14.8,0.6,2.8,0,43843,112742,55725,57017,81681,3,37580.6666666667
"1033","Louisiana","union",2.75,66.3,26.45,0,0,0,37623.5,22533,11112,11421,17096,19,1185.94736842105
"1034","Louisiana","vermilion",1.7,82.85,6.9,0.7,0.25,0,48633.5,59110,28523,30587,42559,4,14777.5
"1035","Louisiana","vernon",8.8,66.75,13.45,1.1,1,0,44275.5,52476,27435,25041,37524,5,10495.2
"1036","Louisiana","washington",0.9,63.8,27.1,0,0,0,27694,46556,22872,23684,34713,44,1058.09090909091
"1037","Louisiana","webster",1.4,66.3,29.2,0.1,0.1,0,35450,40617,19722,20895,31065,6,6769.5
"1038","Louisiana","west carroll",2.8,81.2,14.4,0.1,0,0,30865,11454,5764,5690,8618,1,11454
"1039","Louisiana","west feliciana",1.9,45.9,53.6,0,0.2,0,66659,15415,10228,5187,12731,1,15415
"1040","Louisiana","winn",0.65,60.35,37.45,0,0.45,0,27760.5,14855,7851,7004,11582,1,14855
"1041","Maine","androscoggin",1.4,94.15,0.25,0.35,0,0,53153.5,107393,52597,54796,82454,2,53696.5
"1042","Maine","aroostook",1.05,95.4,0.25,0.25,1.15,0,38343.5,70005,34592,35413,55603,4,17501.25
"1043","Maine","cumberland",1.5,93.4,1.05,1.3,0,0,58248,286119,139036,147083,222289,11,26010.8181818182
"1044","Maine","franklin",1.2,95.8,0.2,0.3,0.2,0,39460,30402,14937,15465,24518,34,894.176470588235
"1045","Maine","hancock",0.9,95.9,0.3,0.4,0.3,0,46812,54658,26696,27962,44195,10,5465.8
"1046","Maine","kennebec",0.9,96.6,0.1,0.4,0.4,0,46378,121112,58759,62353,95753,2,60556
"1047","Maine","knox",0.7,95.75,0.4,0.45,0.1,0,52470.5,39723,19682,20041,31805,14,2837.35714285714
"1048","Maine","lincoln",0.9,97.3,0,0.6,0.2,0,49970,34156,16673,17483,27722,26,1313.69230769231
"1049","Maine","oxford",1,95.7,0.4,0.4,0.2,0,41991,57421,28446,28975,45395,2,28710.5
"1050","Maine","penobscot",0.75,95.45,0.35,0.35,0.5,0,42531.5,153437,75714,77723,122381,4,38359.25
"1051","Maine","piscataquis",1,96.15,0,0.2,0.25,0,38365.5,17156,8552,8604,13935,2,8578
"1052","Maine","somerset",0.6,97.1,0.2,0,0.3,0,41023,51577,25399,26178,40751,7,7368.14285714286
"1053","Maine","waldo",1.3,96.6,0.25,0.3,0.2,0,42328,38976,19155,19821,30716,1,38976
"1054","Maine","washington",1.4,95.3,0.5,0.2,0.3,0,38993,32191,15874,16317,25552,44,731.613636363636
"1055","Maine","york",1.4,95.65,0.3,0.5,0.2,0,61823.5,199682,97075,102607,157282,10,19968.2
"1056","Maryland","allegany",1,92.8,3.2,0.4,0.1,0,42567,73549,38300,35249,59618,3,24516.3333333333
"1057","Maryland","anne arundel",5.6,78.7,9.15,3.1,0,0,92026.5,555280,274800,280480,408734,2,277640
"1058","Maryland","baltimore",3.4,72.3,13.8,3.8,0,0,66864,822959,389418,433541,603652,5,164591.8
"1059","Maryland","baltimore city",2.6,14.4,76.2,1,0,0,38838.5,622454,293366,329088,463218,14,44461
"1060","Maryland","calvert",2.8,81.05,11.35,0.95,0,0,93028,90114,44495,45619,67186,1,90114
"1061","Maryland","carroll",2.35,92.4,1.8,1.35,0,0,89663,167444,82754,84690,127147,13,12880.3076923077
"1062","Maryland","cecil",3.1,91.1,3.2,0.4,0,0,69306,101960,50644,51316,76054,1,101960
"1063","Maryland","charles",3.35,44.35,42.05,2.25,0.25,0,87330,152754,73731,79023,110706,1,152754
"1064","Maryland","frederick",5.1,85.9,4.5,2.1,0.1,0,88864,241373,119038,122335,171432,1,241373
"1065","Maryland","garrett",1.4,96.9,0.4,0.3,0,0,46250,29813,14765,15048,23673,1,29813
"1066","Maryland","harford",3.2,83.7,6.5,2,0,0,82929,248966,121798,127168,186725,2,124483
"1067","Maryland","howard",4.2,56.5,13.3,14.8,0,0,114275,304115,149157,154958,205466,7,43445
"1068","Maryland","kent",2,79,16.3,0.3,0,0,60368,19923,9382,10541,16038,6,3320.5
"1069","Maryland","montgomery",12.9,48.2,12.6,12.5,0,0,99527,1017859,490093,527766,633295,43,23671.1395348837
"1070","Maryland","somerset",3.2,62.7,27.8,0.8,0,0,36755,25980,14150,11830,20912,7,3711.42857142857
"1071","Maryland","talbot",3.4,83.85,9.55,0.55,0,0,69622,37799,17811,19988,29478,1,37799
"1072","Maryland","washington",2.95,85.55,6.8,0.95,0.1,0,56056,149270,76058,73212,112748,44,3392.5
"1073","Maryland","wicomico",3.9,64.7,21.1,1.6,0,0,53170,101182,48199,52983,74390,1,101182
"1074","Maryland","worcester",2.7,88.7,6.3,0.4,0,0,56875,51519,25018,26501,41303,10,5151.9
"1075","Massachusetts","barnstable",1.75,93.65,1.2,0.6,0,0,64971.5,214766,102244,112522,174217,2,107383
"1076","Massachusetts","berkshire",1.9,94.2,1.2,1,0,0,55588,129288,62393,66895,102573,2,64644
"1077","Massachusetts","bristol",4.2,86.7,2.8,1.2,0,0,57004,552763,267650,285113,411475,4,138190.75
"1078","Massachusetts","dukes",0.8,91.85,2.6,0.35,0.1,0,67682.5,17048,8443,8605,13009,1,17048
"1079","Massachusetts","essex",5.95,84.95,1.55,1.6,0,0,70305,763849,367791,396058,544295,15,50923.2666666667
"1080","Massachusetts","franklin",2.2,93,0.65,1.05,0.15,0,54598.5,71144,34759,36385,56464,34,2092.47058823529
"1081","Massachusetts","hampden",14.3,75.6,3.8,1.3,0,0,48033,468041,225611,242430,345763,6,78006.8333333333
"1082","Massachusetts","hampshire",5.1,88.5,1.65,2.7,0,0,64981,160759,75286,85473,128737,3,53586.3333333333
"1083","Massachusetts","middlesex",5,77.9,2.5,8.4,0,0,86835,1556116,758542,797574,1087546,18,86450.8888888889
"1084","Massachusetts","nantucket",3.2,91.8,2.9,1.8,0,0,85417,10556,5589,4967,7423,1,10556
"1085","Massachusetts","norfolk",3.4,81.5,3.35,6.75,0,0,90179,687721,329431,358290,497711,4,171930.25
"1086","Massachusetts","plymouth",2.2,92.5,1.25,0.9,0,0,76503,503681,245337,258344,372678,4,125920.25
"1087","Massachusetts","suffolk",16.3,52.8,7.1,5.2,0,0,52758,758919,366767,392152,518745,24,31621.625
"1088","Massachusetts","worcester",6.45,83.55,2.3,2.4,0,0,66962,810935,399807,411128,589962,10,81093.5
"1089","Michigan","alger",1.3,90.1,0.7,0,2.8,0,40185,9476,5218,4258,7945,1,9476
"1090","Michigan","allegan",4.75,92,0.4,0.4,0.4,0,53301.5,112837,56205,56632,82620,1,112837
"1091","Michigan","alpena",1.2,96.5,0.4,0,0.4,0,38931,29068,14276,14792,23222,1,29068
"1092","Michigan","arenac",1.4,95.9,0.2,0.2,0.4,0,38313,15424,7813,7611,12491,1,15424
"1093","Michigan","baraga",1.3,74.55,17.15,0.5,4.45,0,40083,8690,5265,3425,7237,1,8690
"1094","Michigan","barry",2.3,95.4,0.3,0.1,0.1,0,55701,59147,29733,29414,44983,3,19715.6666666667
"1095","Michigan","bay",5,91.1,1.4,0.2,0,0,42464,106698,52513,54185,83554,3,35566
"1096","Michigan","benzie",1.9,94,0.3,0.1,0.3,0,47457,17437,8708,8729,13910,1,17437
"1097","Michigan","berrien",3.05,85.75,4.45,0.3,0,0,45978,155565,76026,79539,114842,3,51855
"1098","Michigan","branch",2.1,95.5,0.3,0.45,0.2,0,46618.5,43706,22539,21167,32764,1,43706
"1099","Michigan","calhoun",4.1,83.6,5.4,0.3,0.3,0,40333,134790,65845,68945,100664,10,13479
"1100","Michigan","cass",2.5,93,2.6,0.3,0.5,0,47500,51952,26159,25793,40282,8,6494
"1101","Michigan","charlevoix",1.3,94.1,0.2,0.2,1.2,0,45865,26134,12903,13231,20528,1,26134
"1102","Michigan","chippewa",1.3,73.2,2.4,0.7,10.2,0,38433,38586,21156,17430,30237,5,7717.2
"1103","Michigan","clare",1.7,95.6,0.2,0.1,0.3,0,32760,30710,15163,15547,24360,1,30710
"1104","Michigan","clinton",3.95,92.15,0.85,0.6,0,0,63219.5,76905,37952,38953,57692,11,6991.36363636364
"1105","Michigan","crawford",1.6,96.1,0,0.4,0.2,0,41675,13895,7024,6871,11181,12,1157.91666666667
"1106","Michigan","delta",1,93.3,0,0.1,2,0,43729,36712,18172,18540,29065,2,18356
"1107","Michigan","dickinson",0.9,96.3,0.4,0.5,0.3,0,47964,26012,12886,13126,20627,4,6503
"1108","Michigan","eaton",4.6,91.4,1.35,0.65,0.05,0,55208,108341,52842,55499,82790,2,54170.5
"1109","Michigan","emmet",1.3,93.5,0.65,0.4,2.35,0,49509,33018,16303,16715,25788,2,16509
"1110","Michigan","genesee",2.7,84.4,7.9,0,0,0,41989,415874,200473,215401,313549,4,103968.5
"1111","Michigan","gladwin",1.4,96.8,0.1,0,0.2,0,40000,25501,12818,12683,20451,1,25501
"1112","Michigan","gogebic",0.6,96.2,0.6,0.3,0.8,0,36968,15824,8556,7268,13266,1,15824
"1113","Michigan","grand traverse",2.1,93.65,0.55,0.2,0.35,0,56632.5,89907,44272,45635,69870,1,89907
"1114","Michigan","gratiot",5.6,91.5,0.5,0.05,0.2,0,42667,41878,22213,19665,32945,1,41878
"1115","Michigan","hillsdale",1.75,95.6,0.3,0.15,0.35,0,41929,46178,22972,23206,35530,1,46178
"1116","Michigan","houghton",1.35,94.95,0.15,0.35,0.25,0,38646.5,36660,19876,16784,27983,2,18330
"1117","Michigan","huron",2.15,96.15,0.25,0.35,0.45,0,41355.5,32290,16041,16249,25627,5,6458
"1118","Michigan","ingham",6.2,70.3,9,3,0.2,0,42846,283491,137614,145877,211783,2,141745.5
"1119","Michigan","ionia",4.2,91.1,0.5,0.2,0.6,0,49057,64064,33917,30147,48535,1,64064
"1120","Michigan","iosco",1.4,94.3,0.3,0.5,1.2,0,37179,25401,12678,12723,20928,1,25401
"1121","Michigan","iron",0.9,95.6,0.4,0.2,0.6,0,37961,11507,5687,5820,9528,3,3835.66666666667
"1122","Michigan","isabella",3.7,86.7,1.7,0.8,1.8,0,43438,70669,34271,36398,56898,1,70669
"1123","Michigan","jackson",3.15,89.4,3.9,0.5,0.15,0,47013,159759,81765,77994,122689,32,4992.46875
"1124","Michigan","kalamazoo",4.3,81.2,7.2,1.2,0.1,0,47394,256752,125558,131194,193370,2,128376
"1125","Michigan","kalkaska",0.7,96.1,0.6,0.3,0.8,0,41660,17230,8770,8460,13343,1,17230
"1126","Michigan","kent",5.15,81.75,5.45,1.15,0.1,0,50716,622590,305818,316772,438424,6,103765
"1127","Michigan","lake",1.7,87.85,7.3,0.05,0.45,0,30193,11426,5831,5595,9390,27,423.185185185185
"1128","Michigan","lapeer",2.8,94.2,0.25,0,0.15,0,55250,88235,44477,43758,67296,1,88235
"1129","Michigan","lenawee",5.3,91.4,0.7,0.1,0.3,0,48241,98902,50231,48671,76058,2,49451
"1130","Michigan","livingston",1.8,95.1,0.3,0.6,0,0,77850,184591,92258,92333,138976,6,30765.1666666667
"1131","Michigan","luce",2.3,82.3,6.25,0.15,6.15,0.05,37990,6477,3788,2689,5346,1,6477
"1132","Michigan","mackinac",0.7,80.6,0.8,0.5,13,0,37100,11044,5589,5455,9003,1,11044
"1133","Michigan","macomb",1.9,84.6,6.8,1.4,0,0,51865,854689,415691,438998,633280,4,213672.25
"1134","Michigan","manistee",3.4,92.6,0.6,0,0.9,0,42442,24536,12714,11822,19971,1,24536
"1135","Michigan","marquette",0.9,94.2,0.75,0.35,0.8,0,45233,67582,34150,33432,54849,2,33791
"1136","Michigan","mason",3.75,91.6,0.55,0.4,0.6,0,41146.5,28711,14286,14425,22523,5,5742.2
"1137","Michigan","mecosta",2.2,91.2,2.7,0.4,0.2,0,42814.5,43301,21784,21517,34445,1,43301
